City,City Latitude,City Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Saint George,37.06,-113.57,Italia D'Oro Espresso,37.040489196777344,-113.55719757080078,Food
Saint George,37.06,-113.57,player's,37.07944391666667,-113.583524,American Restaurant
Saint George,37.06,-113.57,Dolphin Winder Dairy St George,37.0435791015625,-113.55082702636719,Food
Saint George,37.06,-113.57,American Grinders,37.039146423339844,-113.55799865722656,Sandwich Place
Saint George,37.06,-113.57,Taste of Asia,37.081731,-113.579861,Asian Restaurant
Saint George,37.06,-113.57,Gringo Grill - Mexican Food and Burgers,37.08617281970252,-113.57521198086067,Mexican Restaurant
Saint George,37.06,-113.57,Ricardo's Restaurant,37.089355,-113.585976,Mexican Restaurant
Saint George,37.06,-113.57,Garden Buffet,37.090855767287835,-113.58515947486876,Buffet
Saint George,37.06,-113.57,Tom's Deli,37.09246451166671,-113.58730317041918,Deli / Bodega
Saint George,37.06,-113.57,Orchid Restaurant,37.093505859375,-113.58699798583984,Food
Saint George,37.06,-113.57,Breakfast at Tifiny's at Green Valley Spa,37.09123611450195,-113.62397003173828,French Restaurant
Saint George,37.06,-113.57,Don Pedro's Family Mexican Restaraunt,37.09782464299739,-113.619111452086,Mexican Restaurant
Saint George,37.06,-113.57,Las Palmeras,37.09821701049805,-113.61955261230469,Mexican Restaurant
Saint George,37.08,-113.55,Sakura,37.11007645109371,-113.56340666617908,Sushi Restaurant
Saint George,37.08,-113.55,Chick-fil-A,37.1067243,-113.5551554,Fast Food Restaurant
Saint George,37.08,-113.55,Olive Garden,37.10476131785649,-113.5550973176155,Italian Restaurant
Saint George,37.08,-113.55,Black Bear Diner,37.08669041575015,-113.5837067194553,Diner
Saint George,37.08,-113.55,The Habit Burger Grill,37.106786,-113.554699,Burger Joint
Saint George,37.08,-113.55,Cracker Barrel Old Country Store,37.07827427505898,-113.58398447026244,American Restaurant
Saint George,37.08,-113.55,Hawaiian Poke Bowl,37.092541233973,-113.587230006956,Poke Place
Saint George,37.08,-113.55,Red Lobster,37.112426,-113.554409,Seafood Restaurant
Saint George,37.08,-113.55,Viva Chicken,37.106733997685666,-113.55819359915766,Peruvian Restaurant
Saint George,37.08,-113.55,Painted Pony Restaurant,37.1104784734727,-113.58426080115221,American Restaurant
Saint George,37.08,-113.55,Cafe Río,37.10881250242723,-113.55416742236433,Mexican Restaurant
Saint George,37.08,-113.55,Twisted Noodle,37.108734371112455,-113.58305972276409,Vegetarian / Vegan Restaurant
Saint George,37.08,-113.55,Honolulu Grill,37.09607832881482,-113.56834207581487,Hawaiian Restaurant
Saint George,37.08,-113.55,Panda Garden,37.11177825618779,-113.5638767768232,Chinese Restaurant
Saint George,37.08,-113.55,George's Corner Restaurant,37.110217067038114,-113.58354995175625,American Restaurant
Saint George,37.08,-113.55,Buffalo Wild Wings,37.10424836255329,-113.55508446693426,Wings Joint
Saint George,37.08,-113.55,Cliffside Restaurant,37.09959325772286,-113.59085980293378,Comfort Food Restaurant
Saint George,37.08,-113.55,Five Guys,37.1066545394532,-113.55610702327259,Burger Joint
Saint George,37.08,-113.55,Benja's Thai Garden,37.11559322142591,-113.5480262074675,Thai Restaurant
Saint George,37.08,-113.55,Texas Roadhouse,37.124788,-113.529855,Steakhouse
Saint George,37.08,-113.55,Bear Paw Cafe,37.1094798452852,-113.58346172303216,Breakfast Spot
Saint George,37.08,-113.55,Firehouse Subs,37.106751,-113.553847,Sandwich Place
Saint George,37.08,-113.55,Benja Thai & Sushi,37.11050372633025,-113.58420914687707,Thai Restaurant
Saint George,37.08,-113.55,In-N-Out Burger,37.1278058480275,-113.52301781645184,Fast Food Restaurant
Saint George,37.08,-113.55,Tropical Smoothie Cafe,37.112165,-113.561674,Café
Saint George,37.08,-113.55,Outback Steakhouse,37.11371857033447,-113.55341081490327,Steakhouse
Saint George,37.08,-113.55,Jimmy John's Gourmet Sandwiches,37.10718999039849,-113.55594785437617,Sandwich Place
Saint George,37.08,-113.55,The Lunchbox,37.108218616609335,-113.56918527856578,Deli / Bodega
Saint George,37.08,-113.55,Golden Corral,37.10814855288815,-113.5552801516758,Buffet
Saint George,37.08,-113.55,Durango's Mexican Grill,37.11209194242616,-113.55552032698832,Mexican Restaurant
Saint George,37.08,-113.55,Einstein Bros Bagels,37.106704086267406,-113.55480685830116,Bagel Shop
Saint George,37.08,-113.55,Capriotti's Sandwich Shop,37.112337,-113.553392,Sandwich Place
Saint George,37.08,-113.55,Mad Pita Express,37.12231651889592,-113.53411090997066,Greek Restaurant
Saint George,37.08,-113.55,El Pollo Loco,37.127325,-113.522116,Fast Food Restaurant
Saint George,37.08,-113.55,The Crêpery,37.1257138,-113.6017994,Creperie
Saint George,37.08,-113.55,Angelica's Mexican Grill,37.110309742811594,-113.58640767422722,Mexican Restaurant
Saint George,37.08,-113.55,Pizza Pie Cafe,37.11673324431704,-113.54470801850299,Pizza Place
Saint George,37.08,-113.55,Bella Marie's Pizzeria,37.08363630681867,-113.60644930370543,Pizza Place
Saint George,37.08,-113.55,The Pizza Factory,37.11049308906154,-113.58376170919946,Pizza Place
Saint George,37.08,-113.55,Del Taco,37.12788354236841,-113.52247759552363,Fast Food Restaurant
Saint George,37.08,-113.55,Dub's Barbecue,37.126084999999996,-113.521856,BBQ Joint
Saint George,37.08,-113.55,Chipotle Mexican Grill,37.1118491,-113.5544053,Mexican Restaurant
Saint George,37.08,-113.55,Bishop's Grill,37.12467577567076,-113.52250571671388,American Restaurant
Saint George,37.08,-113.55,Subway Sandwiches,37.1022421962648,-113.55525703497028,Sandwich Place
Saint George,37.08,-113.55,St. Helen's Restaurant & Sports Bar,37.130604999999996,-113.50368700000001,American Restaurant
Saint George,37.08,-113.55,Perks! Espresso & Smoothies,37.129709779794055,-113.5184916273889,Café
Saint George,37.08,-113.55,Capriotti's Sandwich Shop,37.12473250434279,-113.52289186741689,Sandwich Place
Saint George,37.08,-113.55,Taco Time,37.110142,-113.565431,Taco Place
Saint George,37.08,-113.55,Winger's Roadhouse Grill,37.104939,-113.555999,Wings Joint
Saint George,37.08,-113.55,Hash House A Go Go,37.11821,-113.544534,American Restaurant
Saint George,37.08,-113.55,El Coyote Charro,37.124674504231145,-113.52277003592803,Mexican Restaurant
Saint George,37.08,-113.55,Cappeletti's,37.10800984345365,-113.58247868314045,Italian Restaurant
Saint George,37.08,-113.55,Costa Vida,37.125696203144074,-113.6019283548184,Mexican Restaurant
Saint George,37.08,-113.55,Frostop,37.109533360898276,-113.56505386594097,Burger Joint
Saint George,37.08,-113.55,Jimmy John's,37.10997009277344,-113.56603240966797,Sandwich Place
Saint George,37.08,-113.55,Chuck-a-Rama,37.11038288814555,-113.55512319512017,American Restaurant
Saint George,37.08,-113.55,Alfredo's A Mexican Food,37.12031902362846,-113.59888828267567,Mexican Restaurant
Saint George,37.08,-113.55,Panda Express,37.12491939370105,-113.60140138424174,Chinese Restaurant
Saint George,37.08,-113.55,El Coyote Charro,37.12098667896903,-113.59925874342035,Mexican Restaurant
Saint George,37.08,-113.55,Arby's,37.09609234996798,-113.5865018516779,Fast Food Restaurant
Saint George,37.08,-113.55,Royal Thai Cuisine,37.130064000000004,-113.519135,Asian Restaurant
Saint George,37.08,-113.55,Tiki Island,37.060978683499506,-113.58682880877625,Caribbean Restaurant
Saint George,37.08,-113.55,Subway,37.11226595369313,-113.55533258954289,Sandwich Place
Saint George,37.08,-113.55,Dickey's BBQ,37.06291630050024,-113.58494133049449,BBQ Joint
Saint George,37.08,-113.55,Paula's,37.118489353883454,-113.59848024426307,Mexican Restaurant
Saint George,37.08,-113.55,The Pizza Factory - Pineview,37.123421688925845,-113.53244900036673,Pizza Place
Saint George,37.08,-113.55,Taco Time,37.059698,-113.586428,Taco Place
Saint George,37.08,-113.55,Jimmy John's,37.12270697130084,-113.53426623240941,Sandwich Place
Saint George,37.08,-113.55,Jalapeños,37.114847980367955,-113.59533609485365,Mexican Restaurant
Saint George,37.08,-113.55,Perks! Espresso & Smoothies,37.122462,-113.615895,Café
Saint George,37.08,-113.55,Subway Sandwiches,37.11692630145245,-113.59664568156762,Sandwich Place
Saint George,37.08,-113.55,Domino's Pizza,37.09083039899466,-113.58495446472716,Pizza Place
Saint George,37.08,-113.55,SONIC Drive In,37.129338,-113.518924,Fast Food Restaurant
Saint George,37.08,-113.55,Rib & Chop House,37.079388769900746,-113.58270401199724,Steakhouse
Saint George,37.08,-113.55,Hungry Howie's Pizza,37.061044,-113.5859,Pizza Place
Saint George,37.08,-113.55,Pepper's Cantina,37.061282385432506,-113.5857845217085,Mexican Restaurant
Saint George,37.08,-113.55,One Hot Grill,37.10835081800749,-113.58378647601785,Burger Joint
Saint George,37.08,-113.55,Wendy’s,37.12419774370812,-113.52769106626505,Fast Food Restaurant
Saint George,37.08,-113.55,Dickeys Barbecue Pit,37.06291796,-113.58488471,Restaurant
Saint George,37.08,-113.55,Jack in the Box,37.081064274276166,-113.58260124921799,Fast Food Restaurant
Saint George,37.08,-113.55,Red Robin Gourmet Burgers and Brews,37.12893618,-113.5199657,Burger Joint
Saint George,37.08,-113.55,Subway,37.0597870101227,-113.58648494677556,Sandwich Place
Saint George,37.08,-113.55,Del Taco,37.125287706342206,-113.60271194662414,Fast Food Restaurant
Saint George,37.08,-113.55,Little Caesars Pizza,37.053706,-113.565155,Pizza Place
Saint George,37.08,-113.55,Subway,37.06341196363536,-113.58733434300899,Sandwich Place
Saint George,37.08,-113.55,Wendy’s,37.061082,-113.586702,Fast Food Restaurant
Saint George,37.08,-113.55,Papa Murphy's,37.12497564800541,-113.60526868857436,Pizza Place
Saint George,37.08,-113.55,D.U.B.S BBQ,37.123643021620374,-113.62238566083055,BBQ Joint
Saint George,37.08,-113.55,Riverwalk Grill,37.03630139141278,-113.618412655327,Steakhouse
Saint George,37.08,-113.55,Domino's Pizza,37.130682,-113.50529499999999,Pizza Place
Saint George,37.08,-113.55,Anasazi Steakhouse,37.124311042644564,-113.60990521859003,Steakhouse
Saint George,37.08,-113.55,Subway,37.097634627249064,-113.61932075767209,Sandwich Place
Saint George,37.08,-113.55,Carl's Jr.,37.123105691188,-113.61807649179461,Fast Food Restaurant
Saint George,37.08,-113.55,Hungry Howie's Pizza,37.123265,-113.622339,Pizza Place
Saint George,37.08,-113.55,Gun Barrel Steakhouse,37.1276464559127,-113.6023903632298,Steakhouse
Saint George,37.08,-113.55,Carl's Jr.,37.04555130004883,-113.59686279296875,Fast Food Restaurant
Saint George,37.08,-113.55,Dolphin Winder Dairy St George,37.0435791015625,-113.55082702636719,Food
Saint George,37.08,-113.55,Italia D'Oro Espresso,37.040489196777344,-113.55719757080078,Food
Saint George,37.08,-113.55,American Grinders,37.039146423339844,-113.55799865722656,Sandwich Place
